Party,Text
Republic,"['you', 'either', 'do', 'chris', 'solicited', 'ballot', 'youre', 'sending', 'theyre', 'sending', 'back', 'youre', 'sending', 'they', 'mailmen', 'lots', 'it', 'did', 'see', 'going', 'on', 'take', 'look', 'west', 'virginia', 'mailman', 'selling', 'ballots', 'theyre', 'being', 'sold', 'theyre', 'being', 'dumped', 'rivers', 'this', 'horrible', 'thing', 'country', 's']"
Democrat,"['there', 'nothere', 'no', 'evidence', 'that']"
Republic,"['this', 'not', 'going', 'end', 'well']"
Democrat,"['there', 'no', 'evidence', 'that']"
Republic,"['this', 'not', 'going', 'end', 'well']"
Democrat,"['five', 'states', 'had', 'mailin', 'ballots', 'last', 'decade', 'more', 'five', 'including', 'two', 'republican', 'states', 'and', 'dont', 'solicit', 'ballot', 'it', 'sent', 'you', 'it', 'sent', 'home', 'what', 'were', 'saying', 'theyre', 'saying', 'has', 'postmark', 'time', 'election', 'day', 'if', 'doesnt', 'get', 'until', 'seventh', 'eighth', 'ninth', 'still', 'should', 'counted', 'he', 'just', 'afraid', 'counting', 'votes', 'because', 's', 's', 's']"
Republic,"['youre', 'wrong', 'youre', 'wrong', 'i', 'love', 'counting', 'votes']"
Democrat,"['knows', 'outcome', 'be']"
Republic,"['chris', 'so', 'wrong', 'makes', 'statement', 'like', 'that', 's']"
Republic,"['that', 'could', 'fraud']"
Democrat,"['i', 'am', 'concerned', 'court', 'would', 'settle', 'because', 'deal', 'when', 'file—when', 'get', 'ballot', 'fill', 'out', 'youre', 'supposed', 'affidavit', 'if', 'didnt', 'know', 'someone', 'say', 'me', 'you', 'should', 'able', 'if', 'fact', 'can', 'verify', 'before', 'ballot', 'thrown', 'out', 'sufficient', 'able', 'count', 'ballot', 'because', 'someone', 'made', 'mistake', 'not', 'dotting', 'correct', 'i', 'who', 'voted', 'testify', 'say', 'voted', 'say', 'you', 'that', 'totally', 'legitimate', 's', 's', 's', 's']"
Republic,"['excuse', 'chris', 'eighty', 'million', 'ballots']"
Republic,"['sent', 'swamping', 'system']"
Republic,"['you', 'know', 'cant', 'done', 'you', 'know', 'cant', 'already', 'fraud', 'deception', 's']"
Democrat,"['mail', 'service', 'delivers', '185', 'million', 'pieces', 'mail', 'day']"
Republic,"['eighty', 'million', 'ballots']"
Republic,"['could', 'months']"
Republic,"['im', 'urging', 'supporters', 'go', 'polls', 'watch', 'very', 'carefully', 'because', 'has', 'happen', 'i', 'am', 'urging', 'do', 'it', 'as', 'know', 'today', 'big', 'problem', 'in', 'philadelphia', 'went', 'watch', 'theyre', 'called', 'poll', 'watchers', 'very', 'safe', 'very', 'nice', 'thing', 'they', 'were', 'thrown', 'out', 'they', 'werent', 'allowed', 'watch', 'you', 'know', 'why', 'because', 'bad', 'things', 'happen', 'philadelphia', 'bad', 'things', 'and', 'i', 'am', 'urging', 'i', 'am', 'urging', 'people', 'i', 'hope', 'going', 'fair', 'election', 'if', 'fair', 'election', 's', 's', 's']"
Republic,"['i', 'am', '100', 'board', 'but', 'if', 'i', 'see', 'tens', 'thousands', 'ballots', 'being', 'manipulated', 'i', 'cant', 'go', 'along', 'that', 'and', 'ill', 'tell', 'what']"
Republic,"['common', 'sense']"
Republic,"['ill', 'tell', 'means']"
Republic,"['it', 'means', 'fraudulent', 'election', 'youre', 'sending', 'out', '80', 'million', 'ballots']"
Republic,"['theyre', 'not', 'equipped', 'these', 'people', 'arent', 'equipped', 'handle', 'number', 'one', 'number', 'two', 'cheat', 'they', 'cheat', 'hey', 'found', 'ballots', 'wastepaper', 'basket', 'three', 'days', 'ago', 'had', 'name', 'military', 'ballots', 'there', 'were', 'military', 'they', 'had', 'name', 'trump', 'them']"
Republic,"['you', 'think', 'good', 's']"
Democrat,"['yes', 'and', 'deal', 'we', 'count', 'ballots', 'pointed', 'out', 'some', 'these', 'ballots', 'states', 'cant', 'even', 'opened', 'until', 'election', 'day', 'and', 'if', 'thousands', 'ballots', 'going', 'take', 'time', 'do', 'it', 'and', 'way', 'militarytheyve', 'voting', 'ballots', 'since', 'end', 'civil', 'war', 'effect', 'and', 'going', 'happen', 'why', 'not', 'somehow', 'not', 'fraudulent', 'it', 'same', 'process', 'it', 'honest', 'no', 'one', 'has', 'established', 'fraud', 'related', 'mailin', 'ballots', 'somehow', 'fraudulent', 'process', 's', 's', 's', 's', 's', 's', 's', 's', 's']"
Republic,"['it', 'already', 'established', 'take', 'look', 'carolyn', 'maloney', 'race', 's', 's']"
Republic,"['look', 'carolyn', 'maloney', 'race', 'they', 'no', 'idea', 'happened', 's']"
Democrat,"['he', 'has', 'no', 'idea', 'talking', 'about', 'here', 'deal', 'the', 'fact', 'i', 'accept', 'too', 'you', 'know', 'why', 'because', 'once', 'winner', 'declared', 'after', 'ballots', 'counted', 'votes', 'counted', 'thatll', 'end', 'it', 'thatll', 'end', 'it', 'and', 'if', 'fact', 'fine', 'if', 'not', 'ill', 'support', 'outcome', 'and', 'ill', 'president', 'not', 'just', 'democrats', 'ill', 'president', 'democrats', 'republicans', 'and', 'guy', 'if', 'fact', 's', 's', 's', 's']"
Republic,"['i', 'want', 'see', 'honest', 'ballot', 'count']"
Republic,"['i', 'want', 'see', 'honest', 'ballot', 'count']"
Republic,"['and', 'i', 'think', 'does', 'too']"
Republic,"['so', 'know', 'more', '22', 'million', 'people', 'modeled', 'out', 'were', 'expected', 'die', 'we', 'closed', 'up', 'greatest', 'economy', 'world', 'order', 'fight', 'horrible', 'disease', 'came', 'china', 'it', 'worldwide', 'pandemic', 'it', 'over', 'world', 'you', 'see', 'spikes', 'europe', 'other', 'places', 'right', 'now', 'if', 'notice', 'mortality', 'rate', 'down', '85', 'the', 'excess', 'mortality', 'rate', 'way', 'down', 'much', 'lower', 'than', 'almost', 'other', 'country', 'and', 'were', 'fighting', 'were', 'fighting', 'hard', 'there', 'spike', 'there', 'spike', 'florida', 'now', 'gone', 'there', 'very', 'big', 'spike', 'texas', 'now', 'gone', 'there', 'very', 'big', 'spike', 'arizona', 'now', 'gone', 'and', 'were', 'spikes', 'surges', 'other', 'places', 'they', 'soon', 'gone', 'we', 'vaccine', 'coming', 'ready', 'it', 'going', 'announced', 'within', 'weeks', 'going', 'delivered', 'we', 'operation', 'warp', 'speed', 'military', 'going', 'distribute', 'vaccine', 'i', 'can', 'tell', 'personal', 'experience', 'i', 'hospital', 'i', 'had', 'it', 'and', 'i', 'got', 'better', 'i', 'tell', 'i', 'had', 'something', 'gave', '—', 'therapeutic', 'i', 'guess', 'would', 'call', 'it', 'some', 'people', 'could', 'say', 'cure', 'but', 'i', 'short', 'period', 'time', 'i', 'got', 'better', 'very', 'fast', 'i', 'wouldnt', 'tonight', 'and', 'now', 'say', 'im', 'immune', 'whether', 'four', 'months', 'lifetime', 'nobody', 'able', 'say', 'im', 'immune', 'more', 'more', 'people', 'getting', 'better', 'we', 'problem', 'worldwide', 'problem', 'this', 'worldwide', 'problem', 'ive', 'congratulated', 'heads', 'countries', 'weve', 'able', 'do', '—', 'if', 'take', 'look', 'weve', 'done', 'terms', 'goggles', 'masks', 'gowns', 'everything', 'else', 'particular', 'ventilators', 'were', 'now', 'making', 'ventilators', 'all', 'over', 'world', 'thousands', 'thousands', 'month', 'distributing', 'over', 'world', 'go', 'away', 'i', 'say', 'were', 'rounding', 'turn', 'were', 'rounding', 'corner', 'going', 'away', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's']"
Democrat,"['220000', 'americans', 'dead', 'if', 'hear', 'nothing', 'else', 'i', 'say', 'tonight', 'hear', 'this', 'anyone', 'responsible', 'not', 'taking', 'control', '—', 'fact', 'not', 'saying', 'i', 'take', 'no', 'responsibility', 'initially', '—', 'anyone', 'responsible', 'deaths', 'should', 'not', 'remain', 'president', 'united', 'states', 'america', 'were', 'situation', 'thousands', 'deaths', 'day', 'thousand', 'deaths', 'day', 'and', 'over', '70000', 'new', 'cases', 'per', 'day', 'compared', 'going', 'europe', 'new', 'england', 'medical', 'journal', 'said', 'theyre', 'starting', 'very', 'low', 'rate', 'were', 'starting', 'very', 'high', 'rate', 'the', 'expectation', 'well', 'another', '200000', 'americans', 'dead', 'time', 'between', 'now', 'end', 'year', 'if', 'we', 'just', 'wore', 'these', 'masks', '—', 'preident', 'own', 'advisors', 'told', '—', 'we', 'could', 'save', '100000', 'lives', 'and', 'were', 'circumstance', 'president', 'thus', 'far', 'still', 'has', 'no', 'plan', 'no', 'comprehensive', 'plan', 'what', 'i', 'would', 'do', 'make', 'sure', 'we', 'everyone', 'encouraged', 'wear', 'mask', 'time', 'i', 'would', 'make', 'sure', 'we', 'move', 'direction', 'rapid', 'testing', 'investing', 'rapid', 'testing', 'i', 'would', 'make', 'sure', 'we', 'set', 'up', 'national', 'standards', 'open', 'up', 'schools', 'open', 'up', 'businesses', 'so', 'can', 'safe', 'give', 'wherewithal', 'financial', 'resources', 'able', 'do', 'that', 'were', 'situation', 'now', 'new', 'england', 'medical', 'journal', '—', 'one', 'serious', 'most', 'serious', 'journals', 'whole', 'world', '—', 'said', 'first', 'time', 'ever', 'way', 'president', 'has', 'responded', 'crisis', 'has', 'absolutely', 'tragic', 'and', 'so', 'folks', 'i', 'take', 'care', 'i', 'end', 'i', 'make', 'sure', 'we', 'plan', 's', 's', 's']"
Republic,"['it', 'not', 'guarantee', 'end', 'year', 'i', 'think', 'has', 'good', 'chance', 'one', 'two', 'companies', 'i', 'think', 'within', 'matter', 'weeks', 'distributed', 'very', 'quickly']"
Republic,"['johnson', 'johnson', 'doing', 'very', 'well', 'moderna', 'doing', 'very', 'well', 'pfizer', 'doing', 'very', 'well', 'we', 'numerous', 'others', 'and', 'then', 'we', 'also', 'others', 'were', 'working', 'very', 'closely', 'other', 'countries', 'particular', 'europe']"
Republic,"['no', 'i', 'think', 'timeline', 'going', 'more', 'accurate', 'i', 'dont', 'know', 'theyre', 'counting', 'military', 'way', 'i', 'do', 'we', 'generals', 'lined', 'up', 'one', 'particular', 'head', 'logistics', 'and', 'very', 'easy', 'distribution', 'him', 'he', 'ready', 'go', 'soon', 'we', 'vaccine', 'we', 'expect', '100', 'million', 'vials', 'soon', 'we', 'vaccine', 'ready', 'go', 's', 's', 's']"
Democrat,"['make', 'sure', 'totally', 'transparent', 'have', 'scientific', 'world', 'see', 'know', 'look', 'go', 'through', 'processes', 'and', 'way', 'same', 'fellow', 'told', 'going', 'end', 'easter', 'last', 'time', 'this', 'same', 'fellow', 'told', 'dont', 'worry', 'were', 'going', 'end', 'summer', 'were', 'about', 'go', 'into', 'dark', 'winter', 'dark', 'winter', 'has', 'no', 'clear', 'plan', 'no', 'prospect', 'going', 'vaccine', 'available', 'majority', 'american', 'people', 'before', 'middle', 'next', 'year', 's', 's', 's']"
Republic,"['i', 'dont', 'think', 'going', 'dark', 'winter', 'all', 'were', 'opening', 'up', 'country', 'weve', 'learned', 'studied', 'understand', 'disease', 'we', 'didnt', 'know', 'beginning', 'when', 'i', 'closed', 'banned', 'china', 'coming', 'heavily', 'infected', 'then', 'ultimately', 'europe', 'china', 'january', '—', 'months', 'later', 'saying', 'i', 'xenophobic', 'i', 'did', 'too', 'soon', 'now', 'saying', 'oh', 'i', 'should', 'i', 'should', 'know', 'moved', 'quicker', 'but', 'didnt', 'move', 'quicker', 'months', 'behind', 'months', 'behind', 'me', 'and', 'frankly', 'ran', 'h1n1', 'swine', 'flu', 'total', 'disaster', 'far', 'less', 'lethal', 'but', 'total', 'disaster', 'had', 'had', 'kind', 'numbers', '700000', 'people', 'would', 'dead', 'right', 'now', 'far', 'less', 'lethal', 'disease', 'look', 'own', 'person', 'ran', 'know', 'chief', 'staff', 'said', 'it', 'catastrophic', 'horrible', 'we', 'didnt', 'know', 'we', 'were', 'doing', 'now', 'comes', 'up', 'tells', 'do', 'this', 'also', 'everything', 'said', 'about', 'way', '—', 'every', 'single', 'move', 'said', 'we', 'should', 'make', '—', 'weve', 'done', 'weve', 'done', 'way', 'behind', 'us', 's', 's', 's']"
Democrat,"['my', 'responses', 'xenophobic', 'not', 'because', 'shut', 'down', 'access', 'china', 'and', 'did', 'late', 'after', '40', 'countries', 'had', 'already', 'done', 'that', 'in', 'addition', 'did', 'made', 'sure', 'we', 'had', '44', 'people', 'were', 'china', 'trying', 'get', 'wuhan', 'determine', 'exactly', 'source', 'was', 'what', 'did', 'president', 'say', 'january', 'he', 'said', 'no', 'said', '—', 'being', 'transparent', 'president', 'china', 'being', 'transparent', 'we', 'owe', 'hkim', 'debt', 'gratitude', 'we', 'thank', 'him', 'and', 'then', 'happened', 'we', 'started', 'talking', 'about', 'using', 'defense', 'act', 'make', 'sure', 'we', 'go', 'out', 'get', 'whatever', 'needed', 'out', 'protect', 'people', 'and', 'again', 'i', 'go', 'back', 'had', 'nothing', 'he', 'did', 'virtually', 'nothing', 'and', 'then', 'gets', 'out', 'hospital', 'talks', 'about', 'were', 'oh', 'dont', 'worry', 'this', 'going', 'over', 'soon', 'come', 'not', 'another', 'serious', 'scientist', 'world', 'thinks', 'going', 'over', 'soon', 's', 's', 's']"
Republic,"['i', 'did', 'not', 'say', 'over', 'soon', 'i', 'say', 'were', 'learning', 'live', 'it', 'we', 'no', 'choice', 'we', 'cant', 'lock', 'ourselves', 'up', 'basement', 'like', 'joe', 'does', 'he', 'has', 'ability', 'lock', 'himself', 'up', 'i', 'dont', 'know', 'obviously', 'made', 'lot', 'money', 'someplace', 'has', 'thing', 'about', 'living', 'basement', 'people', 'cant', 'do', 'that', 'by', 'way', 'i', 'president', 'couldnt', 'do', 'that', 'id', 'love', 'put', 'myself', 'basement', 'beautiful', 'room', 'white', 'house', 'go', 'away', 'year', 'half', 'until', 'disappears', 'i', 'cant', 'do', 'that', 'and', '—', 'every', 'every', 'meeting', 'i', 'had', '—', 'every', 'meeting', 'i', 'had', '—', 'i', 'meet', 'lot', 'families', 'including', 'gold', 'star', 'families', 'military', 'families', 'every', 'meeting', 'i', 'had', '—', 'i', 'had', 'meet', 'i', 'had', 'would', 'horrible', 'canceled', 'everything', 'i', 'said', 'know', 'dangerous', 'and', 'catch', 'it', 'and', 'know', 'i', 'caught', 'it', 'i', 'learned', 'lot', 'i', 'learned', 'lot', 'great', 'doctors', 'great', 'hospitals', 'and', 'now', 'i', 'recovered', '999', 'young', 'people', 'recover', '99', 'people', 'recover', 'we', 'recover', 'we', 'cant', 'close', 'up', 'nation', 'we', 'open', 'school', 'we', 'cant', 'close', 'up', 'nation', 'youre', 'not', 'going', 'nation', 's', 's']"
Democrat,"['can', 'i', 'respond', 'that']"
Democrat,"['number', 'one', 'he', 'says', 'were', 'know', 'were', 'learning', 'live', 'it', 'people', 'learning', 'die', 'it', 'you', 'folks', 'home', 'empty', 'chair', 'kitchen', 'table', 'morning', 'that', 'man', 'wife', 'going', 'bed', 'tonight', 'reaching', 'over', 'try', 'touch', 'out', 'habit', 'wife', 'husband', 'gone', 'learning', 'live', 'it', 'come', 'on', 'were', 'dying', 'because', 'never', 'said', '—', 'said', 'dangerous', 'when', 'last', 'time', 'is', 'really', 'dangerous', 'still', 'are', 'we', 'dangerous', 'tell', 'people', 'dangerous', 'now', 'what', 'should', 'do', 'about', 'danger', 'and', 'say', 'i', 'take', 'no', 'responsibility', 's', 's', 's']"
Republic,"['excuse', 'me']"
Republic,"['i', 'take', 'full', 'responsibility', 'it', 'not', 'fault', 'came', 'here', 'it', 'china', 'fault', 'you', 'know', 'not', 'joe', 'fault', 'came', 'either', 'it', 'china', 'fault', 'they', 'kept', 'going', 'into', 'rest', 'china', 'most', 'part', 'didnt', 'keep', 'coming', 'out', 'world', 'including', 'europe', 'ourselves', 's', 's', 's', 's', 's', 's', 's']"
Democrat,"['the', 'fact', 'we', 'knew', 'coming', 'hit', '—', 'what', 'happened', 'what', 'did', 'president', 'say', 'he', 'said', 'dont', 'worry', 'going', 'go', 'away', 'going', 'gone', 'easter', 'dont', 'worry', 'warm', 'weather', 'dont', 'worry', 'maybe', 'inject', 'bleach', '—', 'said', 'kidding', 'said', 'lot', 'people', 'thought', 'serious', 'a', 'whole', 'range', 'things', 'president', 'said', 'and', 'even', 'today', 'thinks', 'we', 'control', 'were', 'about', 'lose', '200000', 'more', 'people', 's', 's']"
Republic,"['look', 'perhaps', 'just', 'finish', 'i', 'kidding', 'just', 'finish', 'this', 'when', 'i', 'closed', 'said', 'i', 'shouldnt', 'closed', 'and', 'went', 'months', 'what', 'nancy', 'pelosi', 'said', 'same', 'thing', 'she', 'dancing', 'streets', 'chinatown', 'san', 'francisco', 'but', 'i', 'closed', 'said', 'terrible', 'thing', 'youre', 'xenophobic', 'i', 'think', 'called', 'racist', 'even', 'because', 'i', 'closing', 'china', 'now', 'says', 'i', 'should', 'closed', 'earlier', 'it', 'just', 'joe', 'doesnt', '—']"
Democrat,"['i', 'didnt', 'say', 'either', 'those', 'things']"
Republic,"['you', 'certainly', 'did']"
Democrat,"['i', 'talked', 'about', 'xenophobia', 'different', 'context', 'it', 'wasnt', 'about', 'closing', 'border', 'chinese', 'coming', 'united', 'states']"
Republic,"['he', 'thought', 'i', 'shouldnt', 'closed', 'border', 'that', 'obvious', 's']"
Democrat,['no']
Democrat,"['what', 'i', 'would', 'say', 'im', 'going', 'shut', 'down', 'virus', 'not', 'country', 'it', 'ineptitude', 'caused', 'country', 'shut', 'down', 'large', 'part', '—', 'businesses', 'gone', 'under', 'schools', 'closed', 'so', 'people', 'lost', 'living', 'theyre', 'concerned', 'those', 'other', 'concerns', 'real', 'that', 'should', '—', 'instead', 'sand', 'trap', 'golf', 'course', '—', 'should', 'negotiating', 'nancy', 'pelosi', 'rest', 'democrats', 'republicans', 'about', 'do', 'about', 'acts', 'were', 'passing', 'billions', 'dollars', 'make', 'sure', 'people', 'had', 'capacity', 's', 's']"
Democrat,"['oh', 'no', 'im', 'not', 'shutting', 'down', 'nation', 'look', 'need', 'standards', 'the', 'standard', 'if', 'reproduction', 'rate', 'community', 'above', 'certain', 'level', 'everybody', 'says', 'slow', 'up', 'more', 'social', 'distancing', 'do', 'not', 'open', 'bars', 'do', 'not', 'open', 'gymnasiums', 'do', 'not', 'open', 'until', 'get', 'under', 'control', 'under', 'more', 'control', 'but', 'do', 'open', 'give', 'people', 'capacity', 'able', 'open', 'capacity', 'do', 'safely', 'for', 'example', 'schools', '—', 'schools', 'need', 'lot', 'money', 'open', 'they', 'need', 'deal', 'ventilation', 'systems', 'need', 'deal', 'smaller', 'classes', 'more', 'teacher', 'more', 'pods', 'refused', 'support', 'money', 'least', 'up', 'now', 's', 's']"
Republic,"['well', 'i', 'think', 'we', 'respond', 'if', 'i', 'might']"
Republic,"['thank', 'i', 'appreciate', 'that', 'look', 'does', 'talk', 'about', 'shutdowns', 'forget', 'about', 'him', 'his', 'democrat', 'governors', '—', 'cuomo', 'new', 'york', 'look', 'going', 'california', 'look', 'pennsylvania', 'north', 'carolina', 'democrats', 'democrats', '—', 'shut', 'down', 'so', 'tight', 'theyre', 'dying', 'theyre', 'dying', 'and', 'supports', 'these', 'people', 'all', 'talks', 'about', 'shutdowns', 'no', 'were', 'not', 'going', 'shut', 'down', 'we', 'open', 'schools', 'and', 'like', 'example', 'i', 'young', 'son', 'he', 'also', 'tested', 'positive', 'by', 'time', 'i', 'spoke', 'doctor', 'second', 'time', 'fine', 'just', 'went', 'away', 'young', 'people', 'i', 'guess', 'immune', 'system', 's', 's', 's']"
